City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
271,Talara,34,PE,1585689174,65,-4.58,-81.27,26.5,4.67
272,Riwaka,0,NZ,1585689174,83,-41.08,173.0,16.67,0.31
273,Kozhva,33,RU,1585689174,93,65.11,57.05,-11.47,1.59
274,Meadow Lake,1,US,1585689174,14,34.8,-106.54,20.56,2.57
275,Lenina,7,RU,1585689175,70,46.07,39.78,7.4,2.88
276,Haines Junction,95,CA,1585689175,77,60.75,-137.51,-11.28,1.84
277,Itoman,75,JP,1585689175,94,26.12,127.67,23.0,4.6
278,Talwandi Bhai,0,IN,1585689175,73,30.85,74.93,16.08,2.73
279,Nola,75,IT,1585689176,81,40.92,14.53,10.56,3.6
280,Zhigansk,100,RU,1585689065,95,66.77,123.37,-13.13,2.82
281,Karaton,40,ID,1585689176,83,-6.34,106.1,25.0,2.1
282,Bilma,0,NE,1585689177,14,18.69,12.92,31.47,3.34
283,Kosum Phisai,6,TH,1585689177,61,16.25,103.07,32.78,1.5
284,Pimentel,30,PE,1585689177,68,-6.84,-79.93,25.22,6.1
285,Presidencia Roque Sáenz Peña,100,AR,1585689177,64,-26.79,-60.44,29.02,3.3
286,Leverkusen,0,DE,1585689178,55,51.03,7.0,5.56,1.0
287,Khandyga,97,RU,1585689178,94,62.67,135.6,-9.92,2.06
288,Dubbo,0,AU,1585689179,93,-32.25,148.62,16.0,4.6
289,Marzuq,81,YE,1585689179,46,14.4,46.47,24.13,2.21
290,Lüderitz,0,NA,1585689179,63,-26.65,15.16,18.0,5.1
291,Clyde River,90,CA,1585689179,70,70.47,-68.59,-17.0,7.2
292,Metro,100,ID,1585689180,93,-5.11,105.31,23.75,2.56
293,Marsá Maţrūḩ,0,EG,1585689180,72,31.35,27.25,16.0,7.2
294,Pauini,91,BR,1585689180,64,-7.71,-66.98,29.32,0.98
295,Mount Gambier,90,AU,1585689180,93,-37.83,140.77,9.0,1.0
296,Emerald,0,AU,1585689181,88,-23.53,148.17,20.0,3.1
297,Muisne,75,EC,1585689181,83,0.6,-80.03,28.0,3.1
298,Shellbrook,90,CA,1585689181,72,53.22,-106.4,-10.0,5.1
299,Usinsk,81,RU,1585689182,95,65.99,57.53,-11.93,3.16
300,Terney,100,RU,1585689182,73,45.05,136.61,4.58,3.35
301,Ambilobe,71,MG,1585689182,89,-13.2,49.05,24.8,0.89
302,Redmond,75,US,1585688895,61,47.67,-122.12,11.11,4.1
303,Arraial do Cabo,75,BR,1585689015,83,-22.97,-42.03,26.0,4.1
304,West Sacramento,1,US,1585689183,59,38.58,-121.53,22.22,1.5
305,Lisala,68,CD,1585689183,87,2.15,21.52,22.86,1.33
306,Bali,20,ID,1585689183,94,-8.5,115.0,27.0,0.5
307,Merauke,97,ID,1585689179,88,-8.47,140.33,25.94,1.98
308,Yulara,40,AU,1585688921,88,-25.24,130.99,20.0,7.2
309,La Rioja,90,ES,1585689184,100,42.25,-2.5,5.0,3.1
310,Ndioum,30,SN,1585689184,16,16.51,-14.65,33.94,6.37
311,Worcester,75,US,1585689063,48,42.33,-71.83,10.0,2.22
312,Kushtagi,4,IN,1585689185,29,15.77,76.2,23.69,3.91
313,Chifeng,0,CN,1585689185,52,42.27,118.96,-0.44,4.01
314,San Alberto,62,CO,1585689185,39,7.76,-73.39,34.38,1.94
315,Adeje,20,ES,1585689186,60,28.12,-16.73,20.0,2.6
316,Port Blair,71,IN,1585689186,74,11.67,92.75,27.29,1.9
317,Saint-Joseph,90,RE,1585689186,83,-21.37,55.62,25.0,2.6
318,Bahía Blanca,98,AR,1585689186,62,-38.72,-62.27,19.51,4.95
319,Pundaguitan,100,PH,1585689187,79,6.37,126.17,26.63,6.77
320,Toamasina,75,MG,1585689187,94,-18.17,49.38,25.0,3.64
321,Iqaluit,20,CA,1585689187,58,63.75,-68.51,-19.0,2.1
322,Hamilton,90,US,1585689052,65,39.18,-84.53,8.33,3.1
323,Kavieng,99,PG,1585689188,75,-2.57,150.8,28.31,3.33
324,Bulgan,0,MN,1585689188,53,48.81,103.53,-2.78,1.85
325,Cairns,75,AU,1585688938,88,-16.92,145.77,23.0,3.6
326,San Policarpo,69,PH,1585689189,76,12.18,125.51,26.74,2.51
327,Urbano Santos,99,BR,1585689189,90,-3.21,-43.4,26.13,0.54
328,São João da Barra,8,BR,1585689189,78,-21.64,-41.05,27.0,3.1
329,Zeya,86,RU,1585689189,93,53.75,127.27,-6.72,1.47
330,Hasaki,75,JP,1585689190,93,35.73,140.83,10.0,3.6
331,Ulaangom,14,MN,1585689070,81,49.98,92.07,-14.87,1.2
332,Luganville,90,VU,1585689190,100,-15.53,167.17,25.0,1.5
333,Austin,20,US,1585689013,43,30.27,-97.74,24.0,4.6
334,Khotynets,24,RU,1585689191,89,53.13,35.4,-4.23,3.18
335,Sarangani,67,PH,1585689038,81,5.4,125.46,27.28,9.78
336,Kirovsk,38,UA,1585689191,72,48.64,38.64,2.24,4.97
337,Athabasca,100,CA,1585689192,87,54.72,-113.29,-12.15,5.03
338,Pisco,75,PE,1585689192,30,-13.7,-76.22,23.33,2.6
339,Cikupa,40,ID,1585689192,83,-6.24,106.51,25.56,2.1
340,Sfântu Gheorghe,70,RO,1585689193,70,45.87,25.78,-2.78,1.28
341,Port Lincoln,100,AU,1585689193,76,-34.73,135.87,16.98,2.52
342,Sur,15,OM,1585689194,62,22.57,59.53,24.54,2.39
343,Northam,7,GB,1585689152,65,51.03,-4.22,7.78,2.1
344,Slonim,13,BY,1585689194,89,53.09,25.32,-1.89,2.41
345,Arlit,9,NE,1585689195,10,18.74,7.39,31.83,5.11
346,Vestmannaeyjar,95,IS,1585689195,77,63.44,-20.27,5.34,12.03
347,Burnie,12,AU,1585689195,79,-41.07,145.92,13.33,0.45
348,Aden,13,YE,1585689022,75,12.78,45.04,28.01,7.01
349,Bereznehuvate,41,UA,1585689196,78,47.31,32.85,1.66,4.45
350,Staryy Nadym,97,RU,1585689196,91,65.61,72.68,-10.21,2.66
351,Nanortalik,32,GL,1585689066,89,60.14,-45.24,0.66,6.73
352,Arrondissement de Saint-Denis,0,FR,1585689196,52,48.92,2.33,7.78,5.1
353,Calvià,8,ES,1585689197,82,39.57,2.51,15.0,5.7
354,Pushkino,60,RU,1585689197,45,56.02,37.87,-4.0,3.0
355,Corinth,2,GR,1585689197,76,37.94,22.96,13.89,1.75
356,San Jose,20,US,1585689198,59,37.34,-121.89,22.22,4.1
357,Bull Savanna,4,JM,1585689198,62,17.89,-77.59,26.55,3.3
358,Egvekinot,90,RU,1585689024,92,66.32,-179.17,-12.92,2.18
359,Dogondoutchi,19,NE,1585689199,13,13.64,4.03,30.78,1.58
360,Jérémie,37,HT,1585688943,65,18.65,-74.12,27.08,0.48
361,Samarai,99,PG,1585689199,83,-10.62,150.67,26.35,2.7
362,Ostrovnoy,100,RU,1585689199,91,68.05,39.51,-5.69,7.84
363,Anadyr,75,RU,1585689200,79,64.75,177.48,-1.11,12.0
364,Iralaya,4,HN,1585689200,62,15.0,-83.23,28.83,4.06
365,Ekhabi,0,RU,1585689200,96,53.51,142.97,-7.25,2.49
366,Patacamaya,71,BO,1585689201,19,-17.23,-67.92,14.13,4.1
367,Kudat,75,MY,1585689201,94,6.88,116.85,26.0,2.02
368,Derbent,98,RU,1585689201,67,42.07,48.29,12.12,2.44
369,Santana,40,BR,1585689202,74,-0.06,-51.18,29.0,4.1
370,Iguape,26,BR,1585689202,81,-24.71,-47.56,24.66,3.67
371,‘Āhuimanu,75,US,1585689202,61,21.44,-157.84,26.0,4.6
372,Mayuge,50,UG,1585689202,62,0.46,33.48,20.44,1.62
373,Damaturu,100,NG,1585689203,22,11.75,11.96,33.52,0.53
374,Olinda,75,BR,1585689203,74,-8.01,-34.86,29.0,4.6
375,El Calvario,25,GT,1585689203,33,14.12,-89.92,27.19,3.82
376,Sinazongwe,3,ZM,1585689204,59,-17.26,27.46,23.48,0.43
377,Sisimiut,91,GL,1585689204,88,66.94,-53.67,-15.19,1.9
378,Khipro,0,PK,1585689204,56,25.83,69.38,25.02,4.01
379,Maragogi,95,BR,1585689205,76,-9.01,-35.22,27.2,3.38
380,Nantucket,90,US,1585689066,64,41.28,-70.1,4.44,8.2
381,Yibin,100,CN,1585689205,61,28.77,104.62,17.36,0.56
382,Kaseda-shirakame,90,JP,1585689205,93,31.42,130.32,15.0,2.1
383,Sept-Îles,90,CA,1585689205,48,50.2,-66.38,5.0,6.2
384,Hay River,20,CA,1585689061,63,60.82,-115.8,-21.0,2.6
385,Grindavik,75,IS,1585689077,80,63.84,-22.43,3.0,9.8
386,Shimoda,100,JP,1585689206,95,34.67,138.95,12.22,0.45
387,Rincon,90,US,1585689206,94,32.3,-81.24,22.22,7.2
388,Qaqortoq,20,GL,1585689207,74,60.72,-46.03,2.0,2.6
389,Verāval,0,IN,1585689207,82,20.9,70.37,22.31,4.6
390,Bétérou,66,BJ,1585689207,39,9.2,2.26,31.95,2.53
391,Lata,20,PT,1585689208,87,40.16,-8.33,7.22,2.6
392,Talnakh,75,RU,1585689208,92,69.49,88.4,-12.0,10.0
393,Chincha Alta,75,PE,1585689208,30,-13.41,-76.13,23.33,2.6
394,Portland,75,US,1585689011,66,45.52,-122.68,11.67,3.6
395,Suntar,93,RU,1585689209,94,62.14,117.63,-11.35,3.89
396,Toro,40,CO,1585689209,61,4.61,-76.08,27.0,3.1
397,Lakhīmpur,40,IN,1585689210,31,27.95,80.77,23.82,3.31
398,Khani,0,GE,1585689210,87,41.96,42.96,8.0,3.1
399,George Town,20,MY,1585689151,88,5.41,100.34,29.0,1.68
400,Kabwe,0,ZM,1585689211,56,-14.45,28.45,17.86,1.93
401,Goderich,99,CA,1585689211,86,43.75,-81.72,9.44,4.62
402,Airai,92,TL,1585689211,71,-8.93,125.41,15.84,0.5
403,Gweta,45,BW,1585689211,40,-20.18,25.23,26.05,3.64
404,Kangaba,15,ML,1585689212,12,11.93,-8.42,33.56,2.0
405,Kinshasa,42,CD,1585689036,70,-4.32,15.32,30.0,2.1
406,Seguin,1,US,1585689212,47,29.57,-97.96,26.11,4.6
407,Nemuro,100,JP,1585689212,85,43.32,145.57,3.86,9.51
408,Kwang Binh,83,VN,1585689213,92,17.48,106.6,25.05,2.47
409,Knyaze-Volkonskoye,0,RU,1585689213,54,48.46,135.46,-1.0,4.0
410,Peniche,20,PT,1585689213,87,39.36,-9.38,10.0,2.6
411,Matagami,1,CA,1585689172,21,49.75,-77.63,9.0,4.1
412,South Valley,75,US,1585689215,16,35.01,-106.68,20.56,2.07
413,Mehamn,90,NO,1585689215,85,71.04,27.85,-2.0,4.1
414,São José da Coroa Grande,96,BR,1585689215,76,-8.9,-35.15,27.49,3.65
415,Sabang,74,ID,1585689216,72,5.89,95.32,28.04,2.49
416,Rovaniemi,20,FI,1585689216,86,66.5,25.72,-2.0,2.1
417,Fukuechō,100,JP,1585689217,91,32.69,128.84,14.06,10.56
418,Naghadeh,100,IR,1585689217,49,36.96,45.39,6.52,3.87
419,Ayabaca,70,PE,1585689218,56,-4.64,-79.71,14.89,0.86
420,Catuday,50,PH,1585689219,79,16.29,119.81,25.92,2.11
421,Yinzhu,42,CN,1585689219,65,35.88,119.98,9.44,4.0
422,Bandarbeyla,14,SO,1585689219,77,9.49,50.81,26.97,3.93
423,Toora-Khem,0,RU,1585689220,84,52.47,96.11,-8.04,0.97
424,College,1,US,1585689220,32,64.86,-147.8,-3.89,4.1
425,Klyuchi,0,RU,1585689220,89,52.27,79.17,-3.35,3.41
426,Noumea,4,NC,1585688895,78,-22.28,166.46,22.0,0.5
427,Furtwangen im Schwarzwald,1,DE,1585689221,55,48.05,8.2,4.0,4.6
428,Punta de Bombón,76,PE,1585689221,68,-17.17,-71.79,23.37,2.2
429,Tessalit,0,ML,1585689221,11,20.2,1.01,25.88,4.3
430,Aykhal,100,RU,1585689222,83,66.0,111.5,-22.0,4.0
431,Conde,20,BR,1585688998,83,-7.26,-34.91,28.0,5.1
432,Cohoes,90,US,1585689172,72,42.77,-73.7,9.0,2.6
433,Sambava,95,MG,1585689223,87,-14.27,50.17,25.64,1.4
434,Sabha,59,LY,1585689223,21,27.04,14.43,19.85,5.33
435,Dalvik,75,IS,1585689223,52,65.97,-18.53,5.0,19.0
436,Berlevåg,75,NO,1585689223,92,70.86,29.09,-4.0,3.6
437,Micheweni,54,TZ,1585689224,72,-4.97,39.83,29.62,4.52
438,Hongjiang,0,CN,1585689224,79,27.11,110.0,10.34,0.23
439,Luba,20,GQ,1585689224,89,3.46,8.55,29.0,3.1
440,Greater Sudbury,90,CA,1585688985,100,46.49,-80.99,4.44,6.7
441,Gilgit,100,PK,1585689225,34,35.92,74.31,10.8,2.33
442,Arroyo de la Encomienda,90,ES,1585689225,87,41.61,-4.8,7.22,5.7
443,Arman',20,RU,1585689089,91,59.7,150.17,-11.46,1.97
444,Quatre Cocos,20,MU,1585689226,94,-20.21,57.76,25.56,1.0
445,Ucar,75,AZ,1585689226,81,40.52,47.65,10.0,3.1
446,Chamba,79,IN,1585689227,45,32.57,76.13,11.21,2.69
447,Buala,100,SB,1585689227,78,-8.14,159.59,27.92,2.62
448,Ratnagiri,17,IN,1585689227,70,16.98,73.3,25.1,3.88
449,Yaan,100,NG,1585689227,76,7.38,8.57,25.06,4.26
450,Bereda,20,ES,1585689228,81,43.27,-7.54,10.0,2.6
451,Adrar,99,MR,1585689228,21,20.5,-10.07,27.04,1.76
452,Hofn,88,IS,1585689228,70,64.25,-15.21,4.98,6.99
453,La Santisima Trinidad,75,BO,1585689229,88,-14.83,-64.9,27.0,0.33
454,Kyaukse,0,MM,1585689229,36,21.6,96.13,26.21,3.83
455,Stornoway,100,GB,1585689229,81,58.21,-6.39,6.11,3.6
456,Juneau,75,US,1585689230,28,58.3,-134.42,-1.0,8.2
457,General Roca,40,AR,1585689230,68,-39.03,-67.58,19.0,1.0
458,Talen,1,IN,1585689231,19,23.57,76.72,25.43,2.89
459,Shingū,100,JP,1585689231,87,33.73,135.98,14.79,6.38
460,Mutatá,71,CO,1585689231,72,7.24,-76.44,28.95,0.59
461,Bonavista,100,CA,1585689231,84,48.65,-53.11,0.56,5.38
462,Ikare,87,NG,1585689232,82,7.49,5.23,25.2,2.27
463,Ilulissat,97,GL,1585689232,77,69.22,-51.1,-16.0,7.7
464,Wad Medani,14,SD,1585689232,11,14.4,33.52,29.76,5.93
465,Atar,100,MR,1585689099,23,20.52,-13.05,30.07,3.21
466,Sistranda,75,NO,1585689233,69,63.73,8.83,4.0,9.8
467,Frutigen,7,CH,1585689233,51,46.59,7.65,5.0,1.0
468,Labuhan,31,ID,1585689234,83,-6.88,112.21,25.69,1.12
469,Soyo,61,AO,1585689234,85,-6.13,12.37,27.3,3.02
470,Hirara,22,JP,1585689039,88,24.8,125.28,23.32,4.49
471,Itacaré,20,BR,1585689235,79,-14.28,-39.0,29.0,5.1
472,Kasangulu,20,CD,1585689235,70,-4.59,15.17,30.0,0.71
473,Carberry,90,CA,1585689235,54,49.87,-99.36,14.0,5.7
474,Arrondissement du Havre,0,FR,1585689236,69,49.58,0.33,5.0,4.6
475,Zavetnoye,44,RU,1585689236,59,47.12,43.89,9.62,4.64
476,Simao,0,CN,1585689236,26,22.79,100.97,16.58,0.91
477,Huayucachi,91,PE,1585689237,26,-12.13,-75.23,13.04,3.14
478,Opuwo,0,NA,1585689237,36,-18.06,13.84,21.48,1.05
479,Kidal,0,ML,1585689238,12,18.44,1.41,29.21,4.4
480,Khilok,70,RU,1585689238,72,51.37,110.47,-3.82,2.11
481,Mushie,100,CD,1585689238,86,-3.02,16.9,23.2,0.54
482,Yatou,100,CN,1585689239,56,37.15,122.38,7.55,9.8
483,Kutum,23,SD,1585689240,14,14.2,24.67,21.97,1.63
484,Cullman,90,US,1585689240,76,34.17,-86.84,12.0,7.7
485,Cedar City,1,US,1585689240,25,37.68,-113.06,18.0,6.2
486,Kumul,0,CN,1585689241,35,42.8,93.45,6.46,6.19
487,Prince George,90,CA,1585689241,66,53.92,-122.75,-6.67,5.1
488,Severnoye,76,RU,1585689241,96,56.35,78.36,-4.23,3.31
489,Kaniama,44,CD,1585689242,69,-7.57,24.18,20.33,1.04
490,Myitkyina,0,MM,1585689242,35,25.38,97.4,20.36,1.12
491,Winneba,20,GH,1585689037,88,5.35,-0.62,28.0,5.7
492,Leshukonskoye,19,RU,1585689243,94,64.9,45.76,-9.38,2.0
493,Boundiali,31,CI,1585689243,30,9.52,-6.49,31.08,1.63
494,Abadan,40,TM,1585689243,66,38.05,58.21,12.0,2.1
495,Dunedin,0,NZ,1585689244,78,-45.87,170.5,12.14,1.53
496,Zyryanka,0,RU,1585689244,89,65.75,150.85,-18.17,3.11
497,Dobrić,99,RS,1585689244,59,44.7,19.58,3.89,1.5
498,São Miguel do Araguaia,19,BR,1585689245,72,-13.28,-50.16,26.86,1.29
499,Puerto Madero,40,MX,1585689245,41,14.72,-92.42,35.0,6.2
500,Raudeberg,75,NO,1585689245,93,61.99,5.14,6.0,2.6
501,Aswān,0,EG,1585689151,8,24.09,32.91,29.0,4.1
502,Mahon,81,ES,1585689246,87,39.89,4.27,13.0,8.7
503,Ust-Nera,100,RU,1585689246,81,64.57,143.2,-15.36,1.35
504,Vestmanna,100,FO,1585689246,81,62.16,-7.17,7.0,11.8
505,Acapulco de Juárez,5,MX,1585688979,62,16.86,-99.89,31.0,4.6
506,Macia,10,MZ,1585689247,77,-25.03,33.1,19.92,2.51
507,Kununurra,13,AU,1585689247,88,-15.77,128.73,24.0,1.69
508,Sawtell,8,AU,1585689247,93,-30.38,153.1,17.22,1.0
509,Creil,0,FR,1585689247,52,49.26,2.48,7.78,5.7
510,Ruteng,91,ID,1585689248,75,-8.61,120.47,18.37,1.12
511,Eyl,45,SO,1585689084,78,7.98,49.82,27.89,5.35
512,Ust-Maya,24,RU,1585689248,91,60.42,134.53,-13.1,1.78
513,Lobito,26,AO,1585689248,86,-12.35,13.55,25.39,2.41
514,Oranjestad,20,AW,1585689097,62,12.52,-70.03,29.0,9.3
515,Puerto Escondido,20,MX,1585689249,84,15.85,-97.07,31.0,5.7
516,Bell Ville,45,AR,1585689249,68,-32.63,-62.69,27.78,2.44
517,Laela,100,TZ,1585689250,58,-8.57,32.05,17.11,1.15
518,Waddān,0,LY,1585689250,31,29.16,16.14,17.41,2.57
519,Kumluca,100,TR,1585689250,66,36.37,30.29,14.34,3.64
520,Havelock,90,US,1585689065,55,34.88,-76.9,16.0,7.7
521,Tazmalt,75,DZ,1585689251,59,36.39,4.4,18.0,7.7
522,Aras,90,ES,1585689251,100,42.56,-2.36,9.0,3.1
523,Samarinda,100,ID,1585689251,97,-0.5,117.15,23.28,1.06
524,Dhāri,0,IN,1585689251,51,21.33,71.02,21.79,2.96
525,Novy Urengoy,79,RU,1585689252,93,66.08,76.63,-11.92,4.51
526,Koundara,16,GN,1585689252,17,12.48,-13.3,34.56,1.09
527,Yar-Sale,25,RU,1585689252,92,66.83,70.83,-13.46,3.84
528,Joshīmath,100,IN,1585689252,33,30.57,79.57,7.62,0.34
529,Kushikino,90,JP,1585689253,93,31.72,130.27,15.0,2.1
530,Dayong,90,CN,1585689253,93,25.02,118.29,17.0,2.0
531,Senanga,99,ZM,1585689254,66,-16.12,23.27,21.04,1.28
532,Southampton,10,GB,1585689254,65,50.9,-1.4,6.67,4.6
533,Altamont,90,US,1585689254,75,42.21,-121.74,8.89,7.7
534,Imbituba,40,BR,1585689126,78,-28.24,-48.67,26.0,0.5
535,Yerofey Pavlovich,100,RU,1585689255,89,53.97,121.97,-5.54,1.6
536,Ruska Poliana,0,UA,1585689255,81,49.42,31.92,-0.74,3.27
537,Sola,100,VU,1585689255,88,-13.88,167.55,26.25,7.95
538,Dhidhdhoo,50,MV,1585689256,76,6.88,73.1,28.86,4.03
539,Vredendal,0,ZA,1585689256,72,-31.67,18.5,14.55,1.78
540,Kushima,90,JP,1585689256,93,31.46,131.23,15.0,2.1
541,Eirunepé,85,BR,1585689020,79,-6.66,-69.87,27.8,0.2
542,Tocopilla,23,CL,1585689061,36,-22.09,-70.2,27.76,5.25
543,Verkhoyansk,100,RU,1585689257,89,67.54,133.38,-19.91,0.16
